Month,Year,Region,Dengue_Cases,Dengue_Deaths,Date,Is_Outbreak,rfh,rfh_avg,rfh_lag1,rfh^2,rfh rfh_avg,rfh rfh_lag1,rfh_avg^2,rfh_avg rfh_lag1,rfh_lag1^2
May,2016,NCR,414,0,2016-05-01,0,-0.4387609753045555,-0.46291606815041697,-1.3272596482217545,-0.4918335486166409,-0.5382894008842317,-0.7792748832499963,-0.5727115367545448,-0.9399708267025353,-0.7126216043457914
June,2016,NCR,406,0,2016-06-01,0,0.057720194271395804,0.44770753529913737,-0.40692507341353396,-0.19816926557680378,-0.0016631338496720968,-0.34851269577616517,0.2022979292380074,-0.27202048306348237,-0.47462817947137326
July,2016,NCR,1436,5,2016-07-01,0,0.8536117992601215,1.91360541506915,0.09288212710810512,0.517754150778619,1.3520013813817742,0.24351244636872976,2.235339231532473,0.7378363972287276,-0.17513239409148143
August,2016,NCR,2291,6,2016-08-01,0,2.0877763671556475,2.1247780086811376,0.8941055760212774,2.2250733363913833,2.7652582682462796,1.6705155248215877,2.6080604719993596,1.7983483938528948,0.5550076271385977
September,2016,NCR,1291,1291,2016-09-01,0,0.754695970239747,1.6566899667617399,2.1365380698653302,0.4123449442225497,1.108386160891067,1.5634279586854039,1.8089953832567982,2.7985137816962125,2.2962302746332774
October,2016,NCR,1033,1651,2016-10-01,0,0.21560498180112228,0.07157928419895114,0.794527089223527,-0.08015716067355681,-0.06645994331343841,0.3043786392503236,-0.16314228923386329,0.3236740588195825,0.44750523434846523
November,2016,NCR,1472,8,2016-11-01,0,-0.41631471368822665,-0.5252362313720741,0.2518246177721231,-0.4810928612711485,-0.5463665599989131,-0.28892903593931524,-0.6120800192488538,-0.29296536191036765,-0.05477683816050185
December,2016,NCR,1221,10,2016-12-01,0,-0.3105508659844249,-0.848706175467438,-0.3843284396072293,-0.4272521710796688,-0.6028778029758785,-0.4532268330894724,-0.7882845411693368,-0.6533089691407287,-0.46367420659200287
January,2017,NCR,1676,7,2017-01-01,0,-1.1075838380335548,-1.7078159074818073,-0.27785605782005374,-0.7016734975139329,-0.8915940278186696,-0.6915747911995329,-1.0272073982830292,-0.910524041118973,-0.40876436319063425
February,2017,NCR,1161,4,2017-02-01,0,-1.3065567344300584,-1.7767899019353508,-1.080228520049714,-0.7229455155213074,-0.9034982097583025,-0.7907773731767854,-1.0319567606755193,-0.9622937997392597,-0.6886350707709373
March,2017,NCR,930,4,2017-03-01,0,-1.3461230485757683,-1.7123771169417807,-1.2805343773948334,-0.724925973550956,-0.9032874278431116,-0.79993462483038,-1.0275877116746643,-0.9669670866058709,-0.710329502500211
April,2017,NCR,767,6,2017-04-01,0,-1.0858984485542351,-1.6797129657252565,-1.320365754534509,-0.6982146291613702,-0.8880197896365607,-0.7941496725171072,-1.0246572114836956,-0.9683078459042452,-0.7123492879057145
May,2017,NCR,543,4,2017-05-01,0,-0.2420707696961386,-0.46291606815041697,-1.0583978556216198,-0.3895473320483047,-0.465160639648682,-0.6768202282131935,-0.5727115367545448,-0.8245344166939559,-0.6851075171881412
June,2017,NCR,1027,9,2017-06-01,0,-0.22266807165166314,0.44770753529913737,-0.20891719907837356,-0.3784578724098555,-0.17219843301957768,-0.3609947232036531,0.2022979292380074,-0.13294673666289392,-0.37031079212156115
July,2017,NCR,3139,20,2017-07-01,1,1.347810198496871,1.91360541506915,-0.18938451831132902,1.114257631540214,1.8406574655264474,0.23017656303967174,2.235339231532473,0.4155293675985568,-0.35900112112760707
August,2017,NCR,4555,30,2017-08-01,1,1.742331988415735,2.1247780086811376,1.3916147134489125,1.6740191472201988,2.404749224976373,1.91019598994623,2.6080604719993596,2.397928665565302,1.1633563054431304
September,2017,NCR,3783,32,2017-09-01,1,1.792170354516596,1.6566899667617399,1.788779487155337,1.7500100544272643,2.0650260171211916,2.3440432028729004,1.8089953832567982,2.4282108203658486,1.7342334071071197
October,2017,NCR,3833,24,2017-10-01,1,0.24946461392622873,0.07157928419895114,1.838951730869473,-0.053301098800810735,-0.04917252011298038,0.8636061262159384,-0.16314228923386329,0.9394651165245766,1.8117333202736905
November,2017,NCR,2588,13,2017-11-01,0,0.22093119412185533,-0.5252362313720741,0.28591108263764126,-0.07596885173880984,-0.3197509540647195,0.051150727100847684,-0.6120800192488538,-0.27896713718517635,-0.027387476200886413
December,2017,NCR,2101,15,2017-12-01,0,-0.2485383206199666,-0.848706175467438,0.257186511500506,-0.39320393051670816,-0.5860328101627702,-0.20198488559165273,-0.7882845411693368,-0.4520726826690615,-0.0505053589705879
January,2018,NCR,2043,12,2018-01-01,0,-1.2384570302307987,-1.7078159074818073,-0.21542807747529352,-0.7177892810107265,-0.8979541793385738,-0.7330198021102895,-1.0272073982830292,-0.9070205236190374,-0.37404000228895773
February,2018,NCR,1965,4,2018-02-01,0,-1.3868306974440308,-1.7767899019353508,-1.211978459068153,-0.7261847000305864,-0.9059618901709562,-0.8005648160493156,-1.0319567606755193,-0.966963277692435,-0.7050708769419238
March,2018,NCR,1160,5,2018-03-01,0,-1.3206332123927165,-1.7123771169417807,-1.361346112436183,-0.7237356220014891,-0.90207886182712,-0.8016901031746508,-1.0275877116746643,-0.9713918087577705,-0.7136330098200483
April,2018,NCR,897,6,2018-04-01,0,-1.3392750363599115,-1.6797129657252565,-1.2947051566204177,-0.7246366049509785,-0.9021819843819945,-0.8000704324358274,-1.0246572114836956,-0.966651545567549,-0.7111352986915838
May,2018,NCR,603,2,2018-05-01,0,-0.9751888743984967,-0.46291606815041697,-1.3134718660559819,-0.6770626661324914,-0.7377315013771593,-0.7902862407418098,-0.5727115367545448,-0.934051011693475,-0.7120541731058572
June,2018,NCR,832,6,2018-06-01,0,2.33658748413268,0.44770753529913737,-0.9469466149290813,2.657219061203216,1.3843696010282158,-0.2744522501116667,0.2022979292380074,-0.6513125650968685,-0.6635355244551976
July,2018,NCR,2608,23,2018-07-01,1,1.2888411882469564,1.91360541506915,2.3870160244293825,1.0369641455219636,1.7823497784131064,2.3499132953494466,2.235339231532473,3.357400182105872,2.7369574271195916
August,2018,NCR,3323,14,2018-08-01,1,1.7065702050521718,2.1247780086811376,1.3322506574954616,1.6202210991238284,2.36742788730386,1.8226955493374424,2.6080604719993596,2.3263852221974948,1.0845279472234646
September,2018,NCR,5131,44,2018-09-01,1,1.077694089950359,1.6566899667617399,1.7527781281433326,0.773797510599963,1.4062179719559138,1.6188668674426485,1.8089953832567982,2.3898755771342515,1.6793670525755342
October,2018,NCR,4472,32,2018-10-01,1,-0.5696341726758557,0.07157928419895114,1.119689040731575,-0.5496747357997247,-0.4673727921848199,-0.13807576193526727,-0.16314228923386329,0.5153890127381423,0.816135423638784
November,2018,NCR,3335,20,2018-11-01,1,-1.1608461817850344,-0.5252362313720741,-0.5386750176406915,-0.7092175076833311,-0.8111347565647468,-0.7314991139165117,-0.6120800192488538,-0.6175983675725147,-0.5336179606030237
December,2018,NCR,2831,12,2018-12-01,1,-0.23636408314823606,-0.848706175467438,-1.1338476793551622,-0.386304349068615,-0.5827258189481521,-0.7037660752196122,-0.7882845411693368,-0.8884250302481042,-0.6963288877622645
January,2019,NCR,2082,9,2019-01-01,0,-1.2529139455554756,-1.7078159074818073,-0.2031722822465876,-0.7190687401331708,-0.8986567538722244,-0.7376120514052752,-1.0272073982830292,-0.9063327167602817,-0.36700341090236116
February,2019,NCR,2348,9,2019-02-01,0,-1.4001462845137254,-1.7767899019353508,-1.2265322242850223,-0.7264249782264223,-0.9063705575621611,-0.8014936944679512,-1.0319567606755193,-0.9674790918652698,-0.7063757432020333
March,2019,NCR,1377,4,2019-03-01,0,-1.3913960434485677,-1.7123771169417807,-1.374750903401952,-0.7262766025956837,-0.9054339855005437,-0.8028227373789464,-1.0275877116746643,-0.972125767451981,-0.7138780593923919
April,2019,NCR,532,4,2019-04-01,0,-1.3621017547409702,-1.6797129657252565,-1.3659420426461628,-0.7255142325844147,-0.9034578577131155,-0.8023552035671389,-1.0246572114836956,-0.9712496332155706,-0.7137267373603107
May,2019,NCR,442,3,2019-05-01,0,-0.2702237023382017,-0.46291606815041697,-1.3364515053862656,-0.4053188140134636,-0.4756278059363654,-0.7784729518804916,-0.5727115367545448,-0.943917371066914,-0.7129492284208115
June,2019,NCR,817,2,2019-06-01,0,-0.19527596458010327,0.44770753529913737,-0.23725873409030973,-0.36249661432158065,-0.1555382451940843,-0.3616783674380073,0.2022979292380074,-0.15285283113558984,-0.3863954597184009
July,2019,NCR,1839,14,2019-07-01,0,0.7790443999102159,1.91360541506915,-0.161808905799139,0.4378589967288486,1.278270237316046,0.03731686292260493,2.235339231532473,0.4470166648165108,-0.34272290888703116
August,2019,NCR,5481,36,2019-08-01,1,1.8092903559521714,2.1247780086811376,0.8190386341046535,1.7763869510839516,2.4746276149722624,1.4004179549978324,2.6080604719993596,1.7078803922726513,0.4735259376989002
September,2019,NCR,11033,58,2019-09-01,1,0.7409999264053226,1.6566899667617399,1.8561864227667504,0.39811742756648977,1.095757240502042,1.3624898863097845,1.8089953832567982,2.4999875905510645,1.8386340018898037
October,2019,NCR,6776,25,2019-10-01,1,-0.8618161630380539,0.07157928419895114,0.7807392927337791,-0.6493467408509931,-0.6165496556628544,-0.42259482675339266,-0.16314228923386329,0.3155447965968311,0.43299519168749195
November,2019,NCR,4494,11,2019-11-01,1,-0.21582004003309554,-0.5252362313720741,-0.8328143961200409,-0.37450108718671626,-0.4750672053854395,-0.590237103320509,-0.6120800192488538,-0.7383920355790555,-0.6352692241622652
December,2019,NCR,3257,15,2019-12-01,1,-0.43838051142549844,-0.848706175467438,-0.18249061030010819,-0.49165349506389294,-0.6376012520151302,-0.43189741135323795,-0.7882845411693368,-0.5899946299049373,-0.354965763181735
January,2020,NCR,2328,10,2020-01-01,0,-1.2993282803248836,-1.7078159074818073,-0.40654206072756743,-0.7225030798233459,-0.9009123892462291,-0.7628793175995031,-1.0272073982830292,-0.9177460217227562,-0.4744445504660598
February,2020,NCR,1991,7,2020-02-01,0,-1.3533515104420273,-1.7767899019353508,-1.2732574983673925,-0.7252071663229132,-0.9049343836900062,-0.8000386847110729,-1.0319567606755193,-0.9691351278286199,-0.7098782810391963
March,2020,NCR,1032,3,2020-03-01,0,-1.3506883919932773,-1.7123771169417807,-1.3276426413750273,-0.7251064667784832,-0.9035038874102154,-0.8012709702181054,-1.0275877116746643,-0.9695464270824,-0.7126360645242691
April,2020,NCR,99,0,2020-04-01,0,-1.343079486297429,-1.6797129657252565,-1.32496168214013,-0.7248001250625545,-0.9023946297624574,-0.801016097459507,-1.0246572114836956,-0.9686044966863551,-0.7125333653167447
May,2020,NCR,65,0,2020-05-01,0,-0.4478916686071438,-0.46291606815041697,-1.3173018027974284,-0.4961339269189536,-0.5416841621453459,-0.7765023627091437,-0.5727115367545448,-0.9356954035712385,-0.7122209403535964
June,2020,NCR,57,0,2020-06-01,0,0.05467663328657063,0.44770753529913737,-0.4161169351356737,-0.2003274558673116,-0.003514261896633443,-0.3536162084688622,0.2022979292380074,-0.27847652250325905,-0.4790139534706821
July,2020,NCR,112,0,2020-07-01,0,0.3358257183125623,1.91360541506915,0.0898181766732042,0.01767157000322874,0.8400221456513071,0.0046643563009470075,2.235339231532473,0.7343378160834436,-0.17733344111485136
August,2020,NCR,158,1,2020-08-01,0,0.788175134605254,2.1247780086811376,0.3728507380814864,0.44749970349077045,1.408982046041824,0.4034288453250938,2.6080604719993596,1.1701506506329398,0.04499454780265664
September,2020,NCR,131,134,2020-09-01,0,0.53023321178991,1.6566899667617399,0.8282305374965397,0.19044794324065117,0.9014123558248892,0.536171634569012,1.8089953832567982,1.4053917204328117,0.4833580868911373
October,2020,NCR,129,185,2020-10-01,0,1.3801481148052681,0.07157928419895114,0.5685606079207242,1.1573482361223708,0.5281108984796835,0.8934003037714952,-0.16314228923386329,0.1904445916288809,0.22120186543144557
November,2020,NCR,423,139,2020-11-01,0,0.7874142184887662,-0.5252362313720741,1.4241692682059597,0.4466947705336735,-0.11829984665862639,1.1158413124963924,-0.6120800192488538,0.18847922135440276,1.207302591073231
December,2020,NCR,658,4,2020-12-01,0,0.0337520900739792,-0.848706175467438,0.8274645238442226,-0.21504552177269717,-0.5093518755002453,0.19682791142627382,-0.7882845411693368,-0.2731826517160331,0.48253716980286065
January,2016,Region I,705,1,2016-01-01,0,-1.3976537424115243,-1.839405061200217,-1.37224166324014,-0.7263864304463481,-0.906841710008192,-0.8028569611310488,-1.0344105798552332,-0.9732799881248102,-0.7138387461413951
February,2016,Region I,374,0,2016-02-01,0,-1.3916719985054753,-1.830381691614504,-1.37224166324014,-0.7262818392744627,-0.9066624302781088,-0.8027949662317081,-1.034165992651421,-0.9731882392048269,-0.7138387461413951
March,2016,Region I,276,0,2016-03-01,0,-1.3421176570490185,-1.6577215580737719,-1.3662198463835746,-0.7247594360813006,-0.9018314497978017,-0.8021171912724087,-1.0224132332028442,-0.9710042544569288,-0.7137320780275769
April,2016,Region I,240,2,2016-04-01,0,-1.2328521574684903,-1.4693091811110115,-1.3163335300541974,-0.7172664406214201,-0.8853911107416327,-0.7977577454029313,-0.9942499194678447,-0.9623814812468618,-0.7121794433820517
May,2016,Region I,243,1,2016-05-01,0,-0.09418020217574688,0.06673196417902899,-1.2063360380937542,-0.3004925461007029,-0.22630707559616053,-0.7215547335344575,-0.16743550459287404,-0.8563219554594487,-0.7045376541359267
June,2016,Region I,345,1,2016-06-01,0,-0.055648054465521506,0.6108013434493057,-0.06003588178882486,-0.2755776605474693,-0.012365112018036953,-0.23729844755217797,0.3805852811978755,0.037443335114089114,-0.2794875814024114
July,2016,Region I,1295,2,2016-07-01,1,1.0631353045722258,2.202971845538025,-0.021245599181363636,0.75643513797236,1.7465723873732835,0.25249517968878554,2.7511746522839546,0.7276664835103226,-0.2540779430930649
August,2016,Region I,1598,3,2016-08-01,1,3.6117983254163266,3.072430598374378,1.1050327230125057,5.335273743803712,5.596496026077761,3.066875262248318,4.5282690245944925,2.7660144942228664,0.7984282739223272
September,2016,Region I,1415,3,2016-09-01,1,0.7281576212567121,1.4049402217564078,3.6707697692112795,0.384858010503874,0.9427730689936967,2.5471710036343804,1.4200957455100172,4.049016725399288,5.468192162761337
October,2016,Region I,1000,6,2016-10-01,0,0.9841885257946814,-0.16875576229679118,0.7678109543034335,0.664045032275496,0.17523117844683414,0.8015359855956388,-0.36324401116995997,0.15127827479065378,0.4194724728680946
November,2016,Region I,555,1,2016-11-01,0,-0.899757090742019,-1.2208562613914975,1.0255570632917006,-0.6593041946788708,-0.8142890908031911,-0.4081805066289034,-0.9326401466834774,-0.4823583839160075,0.7042035116169302
December,2016,Region I,235,1,2016-12-01,0,-1.196111498281407,-1.6291489763798346,-0.8710094980150621,-0.7134683347763093,-0.8910920609228727,-0.7647373992921354,-1.0191719841707862,-0.9311909365512456,-0.6454244102941777
January,2017,Region I,285,0,2017-01-01,0,-1.3792226849196445,-1.839405061200217,-1.169349245564845,-0.7260094726819573,-0.9065756602970954,-0.7994343923933952,-1.0344105798552332,-0.9698978869538166,-0.7006641265783276
February,2017,Region I,202,2,2017-02-01,0,-1.377112375576985,-1.830381691614504,-1.3536871322484856,-0.7259559799789744,-0.9064181563348394,-0.802336578951726,-1.034165992651421,-0.9728287505107603,-0.7134543028562511
March,2017,Region I,151,1,2017-03-01,0,-1.3305944510271708,-1.6577215580737719,-1.351562685503224,-0.7242376709457191,-0.9011215830884234,-0.8015252989311573,-1.0224132332028442,-0.9699615491657001,-0.71339974791029
April,2017,Region I,174,1,2017-04-01,0,-1.190190487447752,-1.4693091811110115,-1.3047331276708944,-0.7127960374342804,-0.8806762052516598,-0.7957318474121207,-0.9942499194678447,-0.9609009539019043,-0.7116473171818642
May,2017,Region I,179,0,2017-05-01,0,0.5572073456615471,0.06673196417902899,-1.163388568644198,0.2158440531536801,0.1054465608571568,-0.6556805598986541,-0.16743550459287404,-0.831062611956247,-0.6999784789456788
June,2017,Region I,362,2,2017-06-01,0,-0.21622902331026447,0.6108013434493057,0.595715447143315,-0.37473802495619535,-0.11683160734818676,-0.05985709811158432,0.3805852811978755,0.5300841278024474,0.24710228411792526
July,2017,Region I,1032,2,2017-07-01,0,1.8779277694210803,2.202971845538025,-0.18290233344158516,1.883540003968162,2.6134383019519167,0.4338474387447624,2.7511746522839546,0.5290538072593824,-0.3552074059944793
August,2017,Region I,1609,1,2017-08-01,1,1.8807970423207456,3.072430598374378,1.9252836525896704,1.8880682611761377,3.3641318178059274,2.5687368594074167,4.5282690245944925,3.987596514417172,1.9479148698156323
September,2017,Region I,1333,3,2017-09-01,1,0.045100250658182114,1.4049402217564078,1.9281721473471638,-0.20708926756946727,0.35757976981414613,0.7011984561484442,1.4200957455100172,2.3249760050951327,1.952533047875512
October,2017,Region I,1159,5,2017-10-01,0,-0.17850149308922325,-0.16875576229679118,0.08017763985947775,-0.3525456209344508,-0.3458470398421046,-0.234153998047245,-0.36324401116995997,-0.20460216954129684,-0.18422952696283082
November,2017,Region I,865,3,2017-11-01,0,-0.7688571409128203,-1.2208562613914975,-0.14492205862375138,-0.6220497161837305,-0.7913787882486506,-0.5478702478088876,-0.9326401466834774,-0.7189303371698266,-0.3325743114854729
December,2017,Region I,885,3,2017-12-01,0,-1.2869155783611572,-1.6291489763798346,-0.7392326221097086,-0.721685220382135,-0.8973594671640468,-0.773771062390522,-1.0191719841707862,-0.9206875359529358,-0.6074301428935803
January,2018,Region I,699,6,2018-01-01,0,-1.367593205075705,-1.839405061200217,-1.2607616411233034,-0.725688299751325,-0.906407790398472,-0.800373642196005,-1.0344105798552332,-0.9714216795804902,-0.7090441807763372
February,2018,Region I,448,3,2018-02-01,0,-1.4002650620895294,-1.830381691614504,-1.3419797440925827,-0.7264267412239848,-0.9068066003254205,-0.8025966257832392,-1.034165992651421,-0.9726019232370885,-0.7131267521643291
March,2018,Region I,235,1,2018-03-01,0,-1.3394759714815736,-1.6577215580737719,-1.3748704766935191,-0.7246454139790052,-0.9016687134345519,-0.8023278059731116,-1.0224132332028442,-0.9716196572672192,-0.7138798573990618
April,2018,Region I,325,0,2018-04-01,0,-0.8891903808100905,-1.4693091811110115,-1.3136741472839488,-0.6565999443931643,-0.8474101128886922,-0.7878839759099163,-0.9942499194678447,-0.9620420715624419,-0.7120631570610728
May,2018,Region I,334,0,2018-05-01,0,-0.43465378098708085,0.06673196417902899,-0.8603719994885576,-0.48988618123594957,-0.3997112928888576,-0.6369719245578367,-0.16743550459287404,-0.652844903076938,-0.6426664597705467
